Action,Cluster IDs,Reason,Phase
KEEP,22,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a very low violation rate (0.09%) and no evidence of multiple units or bimodality. Although the cluster is composed of 3 overclusters, there is no indication of significant waveform variability or temporal drift, so no split is needed.",Phase1_Iter18
KEEP,20,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows 0% violations and no evidence of multiple units or drift. There is only a single overcluster, so no split is needed.",Phase1_Iter17
KEEP,31,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a very low violation rate (0.16%) and no evidence of multiple units or bimodality. There is no significant waveform variability or temporal drift, and the cluster is composed of only 2 overclusters with no complex substructure.",Phase1_Iter15
KEEP,32,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a very low violation rate (0.14%) and no evidence of multiple units or bimodality. There is no hierarchical substructure, so the cluster is well-isolated and should be kept.",Phase1_Iter14
KEEP,77,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a very low violation rate (0.11%) and no evidence of multiple units. The aggregation tree indicates only two similar overclusters with no complex substructure, so the cluster is well-isolated and should be kept.",Phase1_Iter13
SPLIT,38,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (2.26%), indicating likely contamination by multiple units. The aggregation tree also shows a complex structure with many overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter12
SPLIT,38,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread and some variability in the repolarization phase, suggesting possible multiple waveform families. The ISI histogram shows a moderate refractory period violation (1.74%), which is above the typical threshold for a clean single unit. The aggregation tree also indicates a complex structure with 17 overclusters, supporting the need for further splitting. | last-merge split",Phase1_Iter13
SPLIT,38,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a moderate refractory period violation (1.62%), which is above the ideal threshold and may indicate multi-unit activity. The hierarchical tree also shows aggregation from 15 overclusters, supporting the need to split into tighter subgroups. | last-merge split",Phase1_Iter14
KEEP,38,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a low violation rate (1.39%) and no clear evidence of multiple units. While the cluster is composed of 11 overclusters, there is no strong indication of multiple distinct waveform families or temporal drift, so the cluster should be kept as is.",Phase1_Iter15
KEEP,78,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.39%) and does not suggest multiple units. There is no evidence of significant waveform variability or subcluster complexity that would require splitting.",Phase1_Iter15
KEEP,101,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows a low violation rate (0.42%) and no evidence of multiple units or bimodality. The cluster is composed of only 2 overclusters with no sign of complex aggregation or drift, so no split is needed.",Phase1_Iter14
KEEP,62,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a low violation rate (0.43%) and no evidence of multiple units or bimodality. While the cluster is composed of 5 overclusters, there is no sign of high waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter13
SPLIT,54,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (5.66%), indicating likely contamination by multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter11
SPLIT,54,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high refractory period violation rate (5.31%), indicating likely multi-unit contamination. The aggregation tree also shows a complex structure with many overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter12
DISCARD,54,"VLM: The waveform overlay does not show a clean neuronal shape: the waveform is overly broad, lacks a sharp negative trough, and does not return smoothly to baseline, violating the criteria for a valid extracellular action potential. Therefore, this cluster should be discarded regardless of ISI or subcluster structure.",Phase1_Iter13
KEEP,73,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a low violation rate (0.67%) and no evidence of multiple units or bimodality. Although the cluster is composed of 3 overclusters, there is no indication of high waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter13
KEEP,118,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a very low refractory period violation rate (0.17%) and no evidence of multiple units. The cluster is composed of only 2 overclusters with no sign of complex aggregation or drift.",Phase1_Iter12
KEEP,86,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.70%) and no evidence of multiple units or bimodality. The aggregation tree shows only moderate substructure, with no indication of complex or highly variable subclusters.",Phase1_Iter10
KEEP,68,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram has a low violation rate (0.5%) and does not suggest multiple units. There is no evidence of significant waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter9
KEEP,55,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows a very low refractory violation rate (0.33%) and no evidence of multiple units or bimodality. The cluster is composed of only 2 overclusters with no sign of complex aggregation or drift.",Phase1_Iter8
KEEP,70,"VLM: The waveform is clearly biphasic with a sharp negative trough and smooth return to baseline, meeting neuronal shape criteria. There is minimal waveform variability, no evidence of multiple waveform families, and the ISI histogram shows 0% violations, indicating a clean single-unit cluster.",Phase1_Iter7
KEEP,115,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline remains stable at the edges. The ISI histogram shows a low violation rate (0.61%) and no evidence of multiple units or bimodality. There is no significant waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter6
KEEP,107,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows 0% refractory violations and no evidence of multiple units. The cluster is composed of only 2 overclusters with no sign of complex aggregation or drift.",Phase1_Iter5
SPLIT,124,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is notable vertical spread and some variability, suggesting possible subpopulations. The ISI histogram shows a moderate violation rate (2.39%), which is above the typical threshold for a clean single unit. The aggregation tree confirms the presence of multiple overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter4
KEEP,124,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (1.8%) and does not suggest multiple units, and the hierarchical tree shows moderate aggregation without evidence of distinct subgroups. No splitting is needed.",Phase1_Iter5
KEEP,137,"VLM: The waveform is cleanly biphasic with a sharp negative trough and smooth return to baseline, meeting neuronal shape criteria. There is minimal waveform variability, no evidence of multiple units, and the ISI histogram shows 0% refractory violations, indicating a single, well-isolated neuron.",Phase1_Iter5
SPLIT,105,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread indicating high variability. The ISI histogram shows a very high violation rate (19.58%), strongly suggesting the presence of multiple units. The aggregation tree also shows a complex structure with many subclusters. This cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter3
SPLIT,105,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread suggesting multiple waveform families. The ISI histogram shows a very high violation rate (19.08%), indicating multiple units are likely present. The aggregation tree is complex, with 55 overclusters, supporting the need for splitting into tighter subgroups. | last-merge split",Phase1_Iter4
DISCARD,105,"VLM: The waveform overlay shows a broad, non-sharp trough and excessive phase spread, lacking a clean biphasic or triphasic neuronal shape. Additionally, the ISI histogram reveals a very high refractory period violation (17.53%), further indicating that this cluster is not a valid single neuron and likely contains noise or multiple units.",Phase1_Iter5
DISCARD,165,"VLM: The waveform does not exhibit a valid neuronal shape: it is monophasic with a single broad negative deflection and lacks a clear biphasic or triphasic pattern. The return to baseline is slow and there are no distinct phases, indicating this is not a clean extracellular action potential.",Phase1_Iter5
KEEP,178,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram shows a low violation rate (1.01%) and no evidence of multiple units or bimodality. The cluster is composed of only 2 overclusters with no sign of complex aggregation or drift.",Phase1_Iter4
DISCARD,176,"VLM: The waveform does not exhibit a valid neuronal shape: it shows more than three phases, with extra bumps and irregularities after the main trough, and the return to baseline is not smooth. The baseline at the end of the waveform is unstable, with large excursions, which is not consistent with a clean extracellular action potential. Therefore, this cluster should be discarded.",Phase1_Iter2
DISCARD,24,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"22,1","VLM: Cluster 22 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 1 (correlation 0.868), and the merged ISI violation rate (0.58%) is well below the 0.6% threshold. Therefore, merging is appropriate.",Phase2
DISCARD,20,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"31,1","VLM: Cluster 31 has a valid neuronal waveform: it is biphasic with a sharp negative trough, smooth repolarization, and stable baseline. The waveform shape is highly similar to Cluster 1, and the waveform correlation is strong (0.746). The merged ISI violation rate (0.61%) is well below the threshold, supporting that these likely represent the same unit.",Phase2
MERGE,"32,1","VLM: Cluster 32 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 1 (correlation 0.911), and the merged ISI violation rate (0.65%) is well below the threshold. Therefore, merging is appropriate.",Phase2
MERGE,"77,1","VLM: Cluster 77 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 1 (correlation = 0.894), and the merged ISI violation rate (0.73%) is well below the threshold. Therefore, merging is appropriate.",Phase2
DISCARD,78,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,101,"VLM: Cluster 101's waveform does not meet neuronal criteria: it shows a broad, slow negative trough and lacks a clear biphasic or triphasic shape, with baseline instability at the edges. This indicates excessive noise or a non-neuronal shape, so the small cluster should be discarded regardless of similarity or ISI metrics.",Phase2
DISCARD,62,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"73,5","VLM: Cluster 73 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 5 (correlation 0.88), and the merged ISI violation rate (1.19%) is within an acceptable range for a large unit. Therefore, merging is appropriate.",Phase2
DISCARD,118,"VLM: Cluster 118 does not meet the neuronal shape criteria: its waveform is multiphasic with extra bumps and irregularities before and after the main trough, and the baseline at the edges is unstable with large excursions. This indicates excessive noise or a non-neuronal shape, so the small cluster should be discarded regardless of similarity to the large cluster.",Phase2
MERGE,"86,1","VLM: Cluster 86 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 1 (correlation 0.791), and the merged ISI violation rate (0.92%) remains well below the 0.6% threshold. Therefore, merging is appropriate.",Phase2
DISCARD,68,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"55,5","VLM: Cluster 55 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 5 (correlation 0.878), and the merged ISI violation rate (1.39%) is within an acceptable range. Therefore, merging is appropriate.",Phase2
DISCARD,70,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,115,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,107,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,124,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,137,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,178,"VLM: Cluster 178's waveform does not meet neuronal criteria: it shows excessive variability, lacks a clean biphasic/triphasic shape, and has large amplitude excursions at the window edges, indicating noise or non-neuronal origin. Therefore, it should be discarded regardless of similarity or ISI metrics.",Phase2
