Action,Cluster IDs,Reason,Phase
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread and some variability, likely due to the large number of overclusters. The ISI histogram shows a high violation rate (10.21%), indicating likely contamination by multiple units. The complex hierarchical tree further supports the presence of multiple subclusters. Splitting is warranted to isolate cleaner single units. | last-merge split",Phase1_Iter6
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (9.74%), indicating likely contamination by multiple units. The aggregation tree is complex, with 86 overclusters, supporting the need for splitting into tighter subgroups. | last-merge split",Phase1_Iter7
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some outlier traces, suggesting multiple waveform families. The ISI histogram shows a high violation rate (9.56%), indicating likely multi-unit contamination. The aggregation tree confirms the presence of many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter8
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (2.67%), indicating likely contamination or multiple units. The aggregation tree reveals a complex structure with 44 overclusters, supporting the need for further splitting. | last-merge split",Phase1_Iter9
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some outlier traces, suggesting multiple waveform families or drift. The ISI histogram shows a high violation rate (2.57%), indicating likely contamination by multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter10
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (2.51%), indicating likely multi-unit contamination. The cluster is composed of 41 overclusters, supporting the need for further splitting to isolate single units. | last-merge split",Phase1_Iter11
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread and some outlier traces, suggesting multiple waveform families. The ISI histogram shows a moderate refractory period violation (2.53%), which is above the typical threshold for a clean single unit. The aggregation tree indicates a complex structure with many overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter12
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some outlier traces, suggesting multiple waveform families or significant variability. The ISI histogram shows a high refractory period violation rate (2.15%), indicating likely multi-unit contamination. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter13
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (2.06%), indicating likely contamination by multiple units. The aggregation tree also shows a complex structure with many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter14
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread and some outlier traces, suggesting multiple waveform families. The ISI histogram shows a moderate violation rate (1.24%), which is above the ideal threshold and may indicate multi-unit contamination. The aggregation tree confirms the presence of many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter15
SPLIT,1,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting possible mixing of multiple units. The ISI histogram shows a moderate refractory period violation (1.15%), which is above the typical threshold for a clean single unit. The aggregation tree also indicates a complex structure with many subclusters, supporting the need for further splitting. | last-merge split",Phase1_Iter16
KEEP,1,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram has a low violation rate (0.47%) and no evidence of multiple units or bimodality. Although the cluster is composed of 12 overclusters, there is no sign of high waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter17
KEEP,9,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram has a low violation rate (0.60%) and no evidence of multiple units or bimodality. While the cluster is composed of 10 overclusters, there is no sign of high waveform variability or temporal drift, so splitting is not needed.",Phase1_Iter17
KEEP,24,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows 0% refractory violations and no evidence of multiple units or temporal drift. There is only a single overcluster, so no splitting is needed.",Phase1_Iter16
KEEP,6,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a low violation rate (0.52%) and no evidence of multiple units or bimodality. While the cluster is composed of 6 overclusters, there is no indication of high waveform variability or temporal drift, so no split is needed.",Phase1_Iter15
KEEP,56,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a very low violation rate (0.19%) and no evidence of multiple units or bimodality. Although the cluster is composed of 9 overclusters, there is no sign of high waveform variability or temporal drift, so no split is needed.",Phase1_Iter14
KEEP,61,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a very low violation rate (0.10%) and no evidence of multiple units or bimodality. The cluster is composed of only 2 overclusters with no sign of complex aggregation, so no split is needed.",Phase1_Iter13
KEEP,39,"VLM: The waveform is clearly biphasic with a sharp negative trough and smooth return to baseline, meeting neuronal shape criteria. There is minimal waveform variability, no evidence of multiple units, and the ISI histogram shows 0% violations, indicating a clean single unit.",Phase1_Iter12
KEEP,198,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows very low refractory violations (0.34%) and no evidence of multiple units or subclusters. No split is needed.",Phase1_Iter11
KEEP,108,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, with no extra phases or irregularities. The ISI histogram shows a very low refractory violation rate (0.25%) and no evidence of multiple units. The cluster is composed of only 2 overclusters with no sign of complex aggregation or drift.",Phase1_Iter10
SPLIT,4,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, likely due to the aggregation of many overclusters. The ISI histogram shows a high violation rate (6.71%), suggesting the presence of multiple units. The hierarchical tree confirms complex substructure, so this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter9
SPLIT,4,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread and some variability, likely due to the aggregation of 35 overclusters. The ISI histogram shows a high violation rate (5.87%), suggesting contamination or multiple units. The hierarchical tree confirms complex substructure. Splitting is needed to isolate cleaner single units. | last-merge split",Phase1_Iter10
SPLIT,4,"VLM: The waveform overlay shows a generally neuronal, biphasic shape with a sharp negative trough and smooth return to baseline, but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (5.85%), indicating likely multi-unit activity. The aggregation tree confirms the presence of many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter11
SPLIT,4,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some outlier traces, suggesting multiple waveform families. The ISI histogram shows a high violation rate (5.42%), indicating likely multi-unit contamination. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter12
DISCARD,4,"VLM: The waveform overlay does not show a valid neuronal shape: the waveforms are overly broad, lack a sharp negative trough, and display excessive baseline drift at the edges. There are no clear biphasic or triphasic features, and the overall morphology is inconsistent with extracellular action potentials. Therefore, this cluster should be discarded.",Phase1_Iter13
KEEP,55,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, with no extra phases or irregularities. The ISI histogram shows a low violation rate (1.05%) and no evidence of multiple units or bimodality. The aggregation tree indicates only moderate substructure, not suggesting clear subclusters. This cluster is a valid single neuron.",Phase1_Iter13
KEEP,103,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows a very low violation rate (0.12%) and no evidence of multiple units or bimodality. There is no significant waveform variability or temporal drift, so the cluster is well-isolated and should be kept.",Phase1_Iter12
KEEP,43,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows 0.00% refractory violations and no evidence of multiple units or subclusters, so this cluster is a well-isolated single neuron.",Phase1_Iter11
DISCARD,98,"VLM: The waveform overlay shows a multiphasic shape with more than three phases and irregularities after the main trough, violating the criteria for a valid neuronal extracellular action potential. The waveform does not exhibit a clean biphasic or triphasic morphology, so this cluster should be discarded.",Phase1_Iter10
KEEP,139,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a low violation rate (0.28%) and no evidence of multiple units or bimodality. Although the cluster is composed of 3 overclusters, there is no indication of high variability or drift, so the cluster should be kept as is.",Phase1_Iter8
KEEP,148,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram has a low violation rate (0.98%) and does not suggest multiple units. There is no evidence of significant waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter7
SPLIT,119,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability in the return to baseline, suggesting possible mixing of units. The ISI histogram shows a high violation rate (2.32%), indicating likely contamination or multiple units. The aggregation tree also shows a complex structure with 10 overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter6
KEEP,119,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram has a low violation rate (1.86%) and does not suggest multiple units. While the cluster is composed of 8 overclusters, there is no evidence of high waveform variability or temporal drift, so the cluster can be kept as is.",Phase1_Iter7
KEEP,217,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram shows a low violation rate (0.39%) and no evidence of multiple units or bimodality. There is no indication of significant waveform variability or drift, so the cluster should be kept.",Phase1_Iter7
KEEP,122,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows 0% refractory violations and no evidence of multiple units or temporal drift. There is only a single overcluster, so no splitting is needed.",Phase1_Iter5
DISCARD,222,"VLM: The waveform does not exhibit a valid neuronal shape: it shows a broad, slow return to baseline with multiple phases and significant baseline drift at the edges. These features violate the criteria for a clean, biphasic or triphasic extracellular spike, indicating this is not a neuronal cluster.",Phase1_Iter4
DISCARD,138,"VLM: The waveform overlay shows a broad, non-neuronal shape with a wide, slow negative trough and no clear biphasic or triphasic structure. The waveform lacks a sharp, well-defined negative peak and does not return cleanly to baseline, violating the criteria for a valid extracellular action potential. Therefore, this cluster should be discarded.",Phase1_Iter3
SPLIT,86,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, likely due to the aggregation of many subclusters. The ISI histogram shows a high violation rate (11.8%), indicating multiple units are present. The hierarchical tree confirms the presence of many overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter2
SPLIT,86,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is considerable vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (9%), indicating likely contamination by multiple units. The aggregation tree also shows a complex structure with many overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter3
SPLIT,86,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some outlier traces, suggesting multiple waveform families. The ISI histogram shows a high violation rate (7.73%), indicating likely contamination by multiple units. The aggregation tree also shows a complex structure with many overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter4
SPLIT,86,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is considerable vertical spread and some outlier traces, suggesting multiple waveform families. The ISI histogram shows a high violation rate (7.66%), indicating likely contamination by multiple units. The aggregation tree also shows a complex structure with many overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter5
DISCARD,86,"VLM: The waveform overlay does not show a clean neuronal shape: it is broad, lacks a sharp negative trough, and displays slow, non-physiological repolarization with baseline drift. These features violate the criteria for a valid extracellular action potential, indicating the cluster is not neuronal.",Phase1_Iter6
KEEP,226,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows a low violation rate (1.73%) and no evidence of multiple units or bimodality. The aggregation tree does not indicate excessive complexity or clear subgroups, so the cluster can be kept as is.",Phase1_Iter6
KEEP,251,"VLM: The waveform is strictly biphasic with a sharp negative trough and smooth return to baseline, meeting neuronal shape criteria. There is minimal waveform variability, no evidence of multiple units, and the ISI histogram shows 0% violations, indicating a clean single unit.",Phase1_Iter5
KEEP,247,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows a low violation rate (1.82%) and no evidence of multiple units or bimodality. There is no significant waveform variability or temporal drift, so the cluster should be kept.",Phase1_Iter4
DISCARD,214,"VLM: The waveform overlay does not show a valid neuronal shape: it is monophasic with a single large negative deflection and lacks a clear biphasic or triphasic pattern. The waveform also shows broad, non-sharp features and does not return smoothly to baseline, violating neuronal shape criteria.",Phase1_Iter3
KEEP,13,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram has a very low violation rate (0.08%) and no evidence of multiple units. While the cluster is composed of many overclusters, there is no sign of distinct waveform families or temporal drift, so the cluster should be kept as is.",Phase1_Iter1
KEEP,63,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a very low violation rate (0.03%) and no evidence of multiple units. Despite the large number of overclusters, there is no indication of significant waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter1
SPLIT,242,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability in the return to baseline, suggesting multiple waveform families. The ISI histogram shows a high violation rate (9.57%), indicating likely contamination by multiple units. The aggregation tree also shows a complex structure with many overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter1
SPLIT,242,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (8.25%), indicating likely multi-unit contamination. The aggregation tree confirms the presence of many overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter2
SPLIT,242,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (5.92%), indicating likely contamination by multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter3
SPLIT,242,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is considerable vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (5.45%), indicating likely contamination by multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter4
SPLIT,242,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability in the return to baseline, suggesting possible mixing. The ISI histogram shows a high violation rate (4.5%), indicating likely contamination by multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter5
SPLIT,242,"VLM: The waveform overlay shows a generally neuronal, biphasic shape, but there is substantial vertical spread and some variability in the return to baseline, suggesting multiple waveform families. The ISI histogram shows a high violation rate (4.41%), indicating likely contamination or multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter6
DISCARD,242,"VLM: The waveform overlay does not show a clean neuronal shape: it is broad, lacks a sharp negative trough, and displays excessive baseline drift at the edges. The waveform is not strictly biphasic or triphasic and shows irregularities inconsistent with extracellular action potentials. Therefore, this cluster does not meet neuronal shape criteria and should be discarded.",Phase1_Iter7
KEEP,318,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. The ISI histogram has a low violation rate (1.09%) and does not suggest multiple units. There is no evidence of high variability or complex substructure, so this cluster should be kept.",Phase1_Iter7
KEEP,351,"VLM: The waveform is clearly biphasic with a sharp negative trough and smooth return to baseline, meeting neuronal shape criteria. There is low waveform variability, no evidence of multiple waveform families, and the ISI histogram shows low refractory violations (1.47%) with no bimodality, indicating a single, well-isolated unit.",Phase1_Iter6
KEEP,303,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and the baseline is stable at the edges. The ISI histogram shows low refractory period violations (1.32%) and no evidence of multiple units or high variability. There is only a single overcluster, so no split is needed.",Phase1_Iter5
DISCARD,346,"VLM: The waveform does not exhibit a valid neuronal shape: it is multiphasic with more than three phases, lacks a sharp and well-defined negative trough, and shows significant baseline drift at the beginning and end. These features indicate a non-neuronal or noisy cluster.",Phase1_Iter4
DISCARD,290,"VLM: The waveform does not exhibit a valid neuronal shape: it is broad, lacks a sharp negative trough, and shows a slow, non-physiological return to baseline with possible extra phases. The baseline is not stable at the edges, and the overall morphology is inconsistent with typical extracellular action potentials. Therefore, this cluster should be discarded.",Phase1_Iter3
KEEP,300,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, and no extra phases or irregularities. The ISI histogram shows a low violation rate (0.53%) and no evidence of multiple units or bimodality. While the cluster is composed of 5 overclusters, there is no sign of high waveform variability or temporal drift, so the cluster should be kept as is.",Phase1_Iter2
MERGE,"24,1","VLM: Cluster 24 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 1 (correlation 0.910), and the merged ISI violation rate (0.54%) is well below the threshold. Therefore, merging is appropriate.",Phase2
DISCARD,61,"VLM: Cluster 61, despite having a low ISI violation rate, does not exhibit a clean neuronal waveform. The shape is not strictly biphasic or triphasic, and there are irregularities and baseline drift at the edges, which violate the neuronal shape criteria. Therefore, the small cluster itself is invalid and should be discarded.",Phase2
MERGE,"39,1","VLM: Cluster 39 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 1 (correlation 0.858), and the merged ISI violation rate (0.56%) is well below the threshold. Therefore, merging is appropriate.",Phase2
MERGE,"198,1","VLM: Cluster 198 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline at the edges. The waveform correlation with Cluster 1 is high (0.801), and the merged ISI violation rate remains low (0.59%). These indicate that the clusters are likely from the same unit and merging is appropriate.",Phase2
MERGE,"108,1","VLM: Cluster 108 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is highly similar to Cluster 1 (correlation 0.818), and the merged ISI violation rate (0.72%) is well below the 0.6% threshold. Both clusters are clean and compatible, so merging is appropriate.",Phase2
DISCARD,55,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,103,"VLM: Cluster 103's waveform does not meet neuronal criteria: it is monophasic, lacking a clear biphasic or triphasic shape, and shows broad, non-sharp features with baseline instability at the edges. As the small cluster itself is not valid, it should be discarded regardless of similarity or ISI metrics.",Phase2
MERGE,"43,9","VLM: Cluster 43 has a valid neuronal waveform: it is biphasic, with a sharp negative trough, smooth repolarization, and stable baseline. The waveform is consistent with Cluster 9, and the waveform correlation is high (0.704). The merged ISI violation rate (0.67%) is well below the threshold, indicating the merge is acceptable.",Phase2
DISCARD,139,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,148,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,119,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,217,"VLM: Cluster 217's waveform does not meet neuronal criteria: it is not strictly biphasic or triphasic, shows broad and irregular depolarization, and has excessive baseline drift at the edges. These features indicate a non-neuronal or noisy cluster, so it should be discarded regardless of similarity or ISI metrics.",Phase2
DISCARD,122,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,226,"VLM: Cluster 226 does not exhibit a clean neuronal waveform: the shape is overly broad, lacks a sharp negative trough, and shows excessive baseline drift at the edges. These features violate the criteria for a valid extracellular action potential, so the small cluster should be discarded regardless of similarity or ISI metrics.",Phase2
MERGE,"251,6","VLM: Cluster 251 shows a valid neuronal waveform: it is biphasic with a sharp negative trough, smooth repolarization, and stable baseline. The waveform correlation with Cluster 6 is high (0.838), and the merged ISI violation rate (0.52%) is well below the threshold. Both clusters are of good quality, so merging is appropriate.",Phase2
DISCARD,247,"VLM: Cluster 247's waveform does not meet neuronal criteria: it is broad, lacks a sharp negative trough, and shows a slow, non-biphasic return to baseline with excessive edge drift. This shape is inconsistent with a clean extracellular action potential, so the small cluster should be discarded regardless of similarity or ISI metrics.",Phase2
DISCARD,318,"VLM: Cluster 318's waveform is not a valid neuronal shape: it shows excessive variability, lacks a clean biphasic/triphasic pattern, and has large amplitude excursions at the edges, indicating noise or non-neuronal origin. According to the criteria, small clusters with such waveform instability should be discarded regardless of similarity or ISI metrics.",Phase2
DISCARD,351,"VLM: Cluster 351's waveform does not meet neuronal criteria: it shows excessive variability, with multiple phases and irregularities, and the baseline at the start and end is unstable with large excursions. This indicates a non-neuronal or noisy cluster, so it should be discarded regardless of similarity or ISI metrics.",Phase2
DISCARD,303,"VLM: Cluster 303's waveform is not a valid neuronal shape: it is multiphasic with more than three phases, lacks a sharp negative trough, and shows excessive baseline drift at the edges. This violates the neuronal shape criteria, so the small cluster should be discarded regardless of similarity or ISI metrics.",Phase2
DISCARD,300,"VLM: Cluster 300 does not exhibit a valid neuronal waveform shape. The waveform is broad, multiphasic, and lacks a sharp negative trough, with the initial and final segments showing large deviations from baseline. This violates the criteria for a clean extracellular spike, so the small cluster should be discarded regardless of similarity or ISI metrics.",Phase2
DISCARD,6,Final filter: 4459 < 5000 spikes,Phase3_FinalFilter
DISCARD,56,Final filter: 4162 < 5000 spikes,Phase3_FinalFilter
