Action,Cluster IDs,Reason,Phase
KEEP,86,"VLM: Waveforms show a consistent, sharp negative trough with smooth return to baseline, matching a valid biphasic/triphasic neuronal shape without extra phases or drift. ISI violations are low (~0.7%) and the histogram plus aggregation tree do not suggest multiple distinct units, so no further splitting is needed.",Phase1_Iter10
KEEP,68,"VLM: Waveforms show a consistent, smooth biphasic extracellular spike shape with a sharp negative trough and no extra phases or irregularities, indicating a single neuronal unit. The ISI histogram has low refractory violations (~0.5%) and no clear multimodality, and the three overclusters merge without evidence of distinct subclusters that would require splitting.",Phase1_Iter9
KEEP,55,"VLM: Waveforms show a consistent, smooth biphasic/triphasic extracellular spike shape with a sharp negative trough and smooth repolarization, indicating a clear neuronal morphology. The ISI histogram has very low refractory violations (~0.33%) and no sign of multiple units, and the two overclusters merge cleanly without evidence of distinct waveform subfamilies, so no further splitting is warranted.",Phase1_Iter8
KEEP,70,"VLM: Waveforms show a consistent biphasic neuronal spike shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. Variability is modest, the ISI histogram has 0% refractory violations, and there is no evidence for multiple units or subclusters, so the cluster should be kept as is.",Phase1_Iter7
KEEP,115,"VLM: Waveforms show a clear biphasic extracellular spike with a sharp negative trough, smooth repolarization, and stable baseline, consistent with a single neuronal unit. The overlaid shapes are highly similar across spikes, and the ISI histogram shows low refractory violations (~0.6%) without evidence of multiple firing modes, so no further splitting is warranted.",Phase1_Iter6
KEEP,107,"VLM: Waveforms show a clean, consistent biphasic extracellular spike with sharp negative troughs and smooth repolarization back to baseline, indicating a clear neuronal morphology. The vertical variability looks like normal amplitude spread rather than distinct waveform families. The ISI histogram has 0% refractory violations and no evidence of multiple units, so no splitting is needed.",Phase1_Iter5
DISCARD,124,"VLM: Waveforms show a large sustained positive offset before and after the negative trough rather than returning to baseline near zero, indicating a strong DC offset/slow component inconsistent with standard extracellular spike morphology. The overall shape appears as a broad positive plateau with an embedded trough rather than a clean biphasic or triphasic spike. Because the basic neuronal shape criteria are not met, this cluster should be discarded.",Phase1_Iter4
SPLIT,105,"VLM: The waveforms show a consistent, smooth, predominantly biphasic extracellular spike shape with a clear negative trough and stable baseline, indicating neuronal activity. However, the ISI histogram has a very high refractory violation rate (~20%) and the cluster is composed of many overclusters (57), suggesting multiple units or contamination. This cluster should be split into tighter subclusters to isolate cleaner single units. | last-merge split",Phase1_Iter3
DISCARD,105,"VLM: The average waveform is a broad, mostly monophasic negative deflection with slow slopes and no clear, sharp biphasic/triphasic spike morphology, and the baseline is not well defined before or after the event, indicating non-neuronal shape. Additionally, the ISI histogram shows a very high refractory violation rate (~19%), consistent with a multi-unit/noise aggregate rather than a single neuronal unit.",Phase1_Iter4
KEEP,178,"VLM: Waveforms show a clear, consistent biphasic extracellular spike shape with a sharp negative trough and smooth repolarization back toward baseline, indicating a neuronal unit. The overlay does not suggest multiple distinct waveform families, and the ISI histogram shows low refractory violations (~1%) without a bimodal pattern. With only two similar overclusters and no evidence of drift or complex substructure, splitting is not warranted.",Phase1_Iter4
DISCARD,176,"VLM: The waveform morphology is not a valid extracellular action potential: it shows more than three distinct phases with multiple humps and secondary troughs after the main negative peak. This complex, multi-phasic shape violates the required strictly biphasic or triphasic neuronal waveform criteria.",Phase1_Iter2
MERGE,"31,1","VLM: Cluster 31 shows a clear, biphasic neuronal waveform with acceptable variability, so it is a valid small cluster. Its waveform shape closely matches Cluster 1 and the merged ISI violation rate (0.39%) remains low and within acceptable limits. Together, these indicate that Cluster 31 likely represents the same unit as Cluster 1 and should be merged.",Phase2
MERGE,"32,1","VLM: Cluster 32 shows a clean, biphasic neuronal waveform with reasonable variability for its size, so it is a valid unit. Its waveform closely matches Cluster 1 (correlation 0.90), and the merged ISI violation rate (0.42%) remains low and acceptable. Therefore, Cluster 32 is best interpreted as part of the same unit as Cluster 1 and should be merged.",Phase2
MERGE,"77,1","VLM: Cluster 77 has a clear biphasic neuronal waveform with acceptable variability and low ISI violations, so it is a valid unit. Its waveform closely matches Cluster 1 (high correlation 0.88), and the merged ISI violation rate remains low (0.50% < 0.60%), indicating they likely represent the same neuron.",Phase2
MERGE,"118,1","VLM: Cluster 118 has a clear, biphasic neuronal waveform with acceptable variability and low ISI violations, so it is a valid unit. Its waveform shape (timing and morphology of the negative trough and following positive phase) is broadly similar to Cluster 1, and the merged ISI violation rate remains low (0.54%), indicating a compatible single unit after merging.",Phase2
DISCARD,86,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,68,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,55,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,70,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,115,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"107,1","VLM: Cluster 107 has a clean, biphasic neuronal waveform with reasonable variability, so it is a valid small cluster. Its waveform closely matches Cluster 1 (high correlation 0.904), and the merged ISI violation rate of 0.60% remains low and acceptable, indicating they likely represent the same unit.",Phase2
DISCARD,178,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
