Action,Cluster IDs,Reason,Phase
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a very high violation rate (17.99%), indicating multiple units are present. The aggregation tree confirms the presence of many subclusters. This cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter5
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic/triphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating multiple waveform families. The ISI histogram shows a very high violation rate (17.33%), strongly suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters. This cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter6
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a high violation rate (17.19%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter7
SPLIT,1,"VLM: The waveforms are neuronal, showing a clear biphasic shape with a sharp negative trough and smooth return to baseline. However, there is high variability in waveform shape and a very high ISI violation rate (17.03%), indicating multiple units are present. The aggregation tree also shows complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter8
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a very high violation rate (16.88%), indicating multiple units are present. The aggregation tree is complex, with many subclusters. This cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter9
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high variability or multiple waveform families. The ISI histogram shows a very high violation rate (16.83%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters. This cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter10
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic/triphasic, sharp trough, smooth return to baseline), so the cluster is neuronal. However, there is high ISI violation (16.6%) and the aggregation tree reveals many subclusters, indicating likely mixing of multiple units. Splitting is needed to isolate cleaner subgroups. | last-merge split",Phase1_Iter11
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic/triphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread and variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (16.33%), indicating likely contamination by multiple units. The aggregation tree reveals many subclusters, supporting the need for splitting. | last-merge split",Phase1_Iter12
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high variability. The ISI histogram shows a high violation rate (16.1%), suggesting multiple units are present. The hierarchical tree confirms the presence of many subclusters, so this cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter13
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high variability. The ISI histogram shows a high violation rate (15.95%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters, so this cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter14
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, indicating high variability. The ISI histogram shows a high violation rate (15.18%), suggesting multiple units are present. The aggregation tree reveals many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter15
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic/triphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating multiple waveform families. The ISI histogram shows a high violation rate (6.31%), suggesting contamination by multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter16
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a high violation rate (6.27%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter17
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high variability. The ISI histogram shows a high violation rate (6.24%), suggesting multiple units are present. The hierarchical tree confirms the presence of many subclusters, so this cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter18
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, indicating high waveform variability. The ISI histogram shows a high violation rate (5.91%), suggesting multiple units are present. The hierarchical tree also indicates complex substructure. This cluster should be split to isolate cleaner single units. | last-merge split",Phase1_Iter19
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high variability. The ISI histogram shows a high violation rate (5.79%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter20
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a high violation rate (4.89%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster. | last-merge split",Phase1_Iter21
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (4%), indicating likely multi-unit contamination. The hierarchical tree also shows complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter22
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (3.7%), indicating likely contamination by multiple units. The aggregation tree also shows complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter23
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (3.63%), indicating likely contamination by multiple units. The aggregation tree also shows complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter24
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread and variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (3.06%), indicating likely contamination by multiple units. The aggregation tree also shows a complex structure with many overclusters, supporting the need for splitting. | last-merge split",Phase1_Iter25
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (2.82%), indicating likely contamination by multiple units. The aggregation tree also shows complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter26
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is considerable vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (2.7%), indicating likely contamination by multiple units. The hierarchical tree also shows complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter27
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is considerable vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (2.39%), indicating likely contamination by multiple units. The hierarchical tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter28
SPLIT,1,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (1.74%), indicating likely multi-unit activity. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter29
KEEP,1,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a very low violation rate (0.25%) and no evidence of multiple units. The aggregation tree shows moderate merging but does not indicate clear subclusters requiring splitting.",Phase1_Iter30
SPLIT,2,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread, suggesting multiple waveform families. The ISI histogram shows a high violation rate (1.38%), indicating likely multi-unit activity. The hierarchical tree confirms the presence of multiple overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter30
KEEP,2,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.70%) and does not suggest multiple units, and the aggregation tree does not indicate excessive subcluster complexity. No evidence for splitting is present.",Phase1_Iter31
KEEP,3,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.44%) and no evidence of multiple units or bimodality, and the aggregation tree does not indicate excessive subcluster complexity. No splitting is needed.",Phase1_Iter31
KEEP,30,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.54%) and no evidence of multiple units or bimodality. Although the cluster is composed of 5 overclusters, there is no significant waveform variability or aggregation complexity suggesting the need for splitting.",Phase1_Iter29
KEEP,12,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.38%) and no evidence of multiple units. Although the cluster is composed of 12 overclusters, there is no sign of high waveform variability or complex aggregation that would require splitting.",Phase1_Iter28
KEEP,68,"VLM: The waveform overlay shows a clean, biphasic neuronal spike shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a very low violation rate (0.23%) and no evidence of multiple units or bimodality. Although the cluster is composed of 4 overclusters, there is no significant waveform variability or aggregation complexity that would require splitting.",Phase1_Iter27
KEEP,92,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows very low refractory violations (0.13%) and no evidence of multiple units. The aggregation tree indicates only two similar overclusters with no complex substructure, so no split is needed.",Phase1_Iter26
KEEP,41,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.67%) and no clear evidence of multiple units. Although the cluster is composed of 5 overclusters, there is no strong indication of high variability or subcluster complexity that would require splitting.",Phase1_Iter25
KEEP,137,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability, no evidence of multiple subclusters, and the ISI histogram shows 0% violations, indicating a single, well-isolated unit.",Phase1_Iter24
KEEP,74,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.54%) and no evidence of multiple units or bimodality. Although the cluster is composed of 3 overclusters, there is no significant waveform variability or aggregation complexity, so splitting is not needed.",Phase1_Iter23
KEEP,7,"VLM: The waveform overlay shows a clean, consistent biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.91%) and does not suggest multiple units, and the aggregation tree does not indicate excessive subcluster complexity or drift.",Phase1_Iter22
SPLIT,66,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is noticeable vertical spread suggesting multiple waveform families. The ISI histogram shows a high violation rate (1.7%), indicating possible multi-unit activity. The aggregation tree confirms the presence of several overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter21
KEEP,66,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.63%) and does not suggest multiple units, while the aggregation tree shows only minor substructure, indicating low variability. No evidence for splitting is present.",Phase1_Iter22
KEEP,111,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.82%) and does not suggest multiple units, and the aggregation tree does not indicate excessive subcluster complexity or drift.",Phase1_Iter22
KEEP,162,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows 0% violations and no evidence of multiple units or subclusters, so this cluster should be kept.",Phase1_Iter20
KEEP,57,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a low violation rate (0.37%) and no evidence of multiple units or bimodality. Although the cluster is composed of 6 overclusters, there is no significant waveform variability or aggregation complexity suggesting the need for splitting.",Phase1_Iter19
KEEP,145,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows 0% violations and no evidence of multiple units or subclusters, so the cluster is well-isolated and does not require splitting.",Phase1_Iter18
KEEP,13,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability, no evidence of multiple subclusters, and the ISI histogram shows 0% violations, indicating a single, well-isolated unit.",Phase1_Iter17
SPLIT,4,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a high violation rate (3.32%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter16
SPLIT,4,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high variability. The ISI histogram shows a high violation rate (3.27%), suggesting multiple units are present. The hierarchical tree also indicates complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter17
SPLIT,4,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread and some variability, suggesting multiple waveform families. The ISI histogram shows a moderate violation rate (0.60%) and lacks a clean refractory period, indicating possible multi-unit activity. The aggregation tree confirms the presence of many overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter18
KEEP,4,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.44%) and no evidence of multiple units or bimodality. The aggregation tree does not indicate excessive subcluster complexity or heterogeneity, so this cluster should be kept.",Phase1_Iter19
KEEP,160,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability, a single overcluster, and the ISI histogram shows very low refractory violations (0.41%) with no evidence of multiple units, so the cluster should be kept.",Phase1_Iter19
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread and variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (3.12%), indicating likely multi-unit contamination. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter18
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a high violation rate (2.85%), suggesting contamination or multiple units. The aggregation tree reveals many overclusters, supporting the presence of subclusters. Splitting is needed to isolate cleaner units. | last-merge split",Phase1_Iter19
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is considerable vertical spread indicating waveform variability. The ISI histogram shows a high violation rate (2.73%), suggesting contamination or multiple units. The aggregation tree reveals many overclusters, supporting the presence of subclusters. Splitting is needed to isolate cleaner single units. | last-merge split",Phase1_Iter20
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a high violation rate (2.56%), suggesting multiple units are present. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter21
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating multiple waveform families. The ISI histogram shows a high violation rate (2.39%), suggesting contamination by multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster. | last-merge split",Phase1_Iter22
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape, but there is substantial vertical spread and variability, suggesting multiple waveform families. The ISI histogram shows a high violation rate (1.66%), indicating likely contamination by multiple units. The hierarchical tree also shows complex substructure, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter23
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a high violation rate (1.47%), suggesting possible multi-unit contamination. The hierarchical tree confirms the presence of many overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter24
SPLIT,6,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating multiple waveform families. The ISI histogram shows a high violation rate (1.46%), suggesting contamination or multiple units. The aggregation tree confirms the presence of many subclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter25
KEEP,6,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a very low violation rate (0.27%) and no evidence of multiple units. Although the cluster is composed of 5 overclusters, there is no significant waveform variability or aggregation complexity suggesting the need for splitting.",Phase1_Iter26
SPLIT,15,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is considerable vertical spread, suggesting multiple waveform families. The ISI histogram shows a moderate violation rate (1.03%), indicating possible multi-unit activity. The aggregation tree reveals a complex structure with many overclusters, supporting the need for further splitting to isolate cleaner single units. | last-merge split",Phase1_Iter26
SPLIT,15,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread indicating high waveform variability. The ISI histogram shows a moderate violation rate (0.86%), suggesting possible multi-unit activity. The hierarchical tree confirms the presence of multiple overclusters, supporting the need to split this cluster into tighter subgroups. | last-merge split",Phase1_Iter27
SPLIT,15,"VLM: The waveform overlay shows a valid neuronal shape (biphasic, sharp trough, smooth return to baseline), but there is substantial vertical spread and variability, suggesting multiple waveform families. The ISI histogram shows a moderate violation rate (0.83%), and the hierarchical tree indicates aggregation from 14 overclusters, supporting the presence of subclusters. Splitting is recommended to isolate tighter, more homogeneous units. | last-merge split",Phase1_Iter28
KEEP,15,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.35%) and no evidence of multiple units or bimodality. Although the cluster is composed of 8 overclusters, there is no significant waveform variability or aggregation complexity suggesting the need for splitting.",Phase1_Iter29
KEEP,27,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.61%) and does not suggest multiple units, and the aggregation tree does not indicate excessive subcluster complexity. No evidence for splitting is present.",Phase1_Iter29
KEEP,70,"VLM: The waveform is strictly biphasic with a sharp negative trough and smooth return to baseline, meeting neuronal shape criteria. There is low waveform variability, a single cluster structure, and the ISI histogram shows very low refractory violations (0.22%) with no evidence of multiple units, so this cluster should be kept.",Phase1_Iter28
KEEP,83,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a very low violation rate (0.14%) and no evidence of multiple units. The aggregation tree shows only two similar overclusters with no complex substructure, so no split is needed.",Phase1_Iter27
KEEP,120,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability and the ISI histogram shows 0% violations, indicating a single, well-isolated unit with no need for splitting.",Phase1_Iter25
KEEP,88,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows 0% violations and no evidence of multiple units, and the aggregation tree indicates only two similar overclusters with no complex substructure. No splitting is needed.",Phase1_Iter24
KEEP,71,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.47%) and no evidence of multiple units or bimodality. Although the cluster is composed of 5 overclusters, there is no significant waveform variability or aggregation complexity that would require splitting.",Phase1_Iter23
KEEP,142,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability, the ISI histogram shows 0% refractory violations, and the aggregation tree indicates only two similar overclusters, so no evidence for splitting is present.",Phase1_Iter22
KEEP,167,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is low waveform variability, a single overcluster, and the ISI histogram shows a low violation rate (0.42%) with no evidence of multiple units, so no splitting is needed.",Phase1_Iter21
KEEP,150,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability, the ISI histogram shows very low refractory violations (0.22%) and no evidence of multiple units, and the aggregation tree indicates only two similar overclusters, so no split is needed.",Phase1_Iter20
KEEP,98,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a low violation rate (0.64%) and no evidence of multiple units or bimodality. The aggregation tree indicates only mild substructure, not enough to warrant splitting.",Phase1_Iter19
KEEP,146,"VLM: The waveform is strictly biphasic with a sharp negative trough and smooth return to baseline, meeting neuronal shape criteria. There is minimal waveform variability, no evidence of multiple subclusters, and the ISI histogram shows 0% violations, indicating a clean single-unit cluster.",Phase1_Iter17
KEEP,128,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows a low violation rate (1.16%) and no clear evidence of multiple units or bimodality. The hierarchical tree does not indicate strong subcluster separation, so the cluster can be kept as is.",Phase1_Iter15
KEEP,117,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is low waveform variability, the ISI histogram shows very few refractory violations (0.36%), and the aggregation tree indicates only two similar overclusters, so no evidence for splitting is present.",Phase1_Iter14
KEEP,159,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.29%) and no evidence of multiple units, and the aggregation tree does not indicate excessive subcluster complexity or drift. This cluster is a well-isolated single unit.",Phase1_Iter13
KEEP,130,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability, the ISI histogram shows a low violation rate (0.57%) with no evidence of multiple units, and the aggregation tree indicates only two similar overclusters. No splitting is needed.",Phase1_Iter12
KEEP,143,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a low violation rate (0.88%) and does not suggest multiple units, and the aggregation tree does not indicate excessive complexity or clear subclusters. No evidence for splitting is present.",Phase1_Iter11
KEEP,248,"VLM: The waveform overlay shows a consistent, clean, triphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. There is minimal waveform variability, no evidence of multiple subclusters, and the ISI histogram shows 0% violations, indicating a single, well-isolated unit.",Phase1_Iter10
KEEP,152,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram has a very low violation rate (0.48%) and no evidence of multiple units. The aggregation tree shows only two overclusters with no complex substructure, supporting a single, consistent unit.",Phase1_Iter9
KEEP,148,"VLM: The waveform overlay shows a clean, biphasic neuronal shape with a sharp negative trough and smooth return to baseline, meeting all neuronal criteria. The ISI histogram shows 0% violations and no evidence of multiple units, and the aggregation tree indicates only two similar overclusters with no complex substructure. No splitting is needed.",Phase1_Iter8
