call_id,timestamp,base_prefix,unique_prefix,prompt_file,image_files,phase,cluster_id,n_spikes
8,2025-11-30_21-59-41,phase1_cluster_1,phase1_cluster_1_call00008,phase1_cluster_1_call00008_prompt.txt,phase1_cluster_1_call00008_waveform_overlay.png;phase1_cluster_1_call00008_isi_histogram.png;phase1_cluster_1_call00008_aggregation_tree.png,1,1,66335
9,2025-11-30_21-59-49,phase1_cluster_1,phase1_cluster_1_call00009,phase1_cluster_1_call00009_prompt.txt,phase1_cluster_1_call00009_waveform_overlay.png;phase1_cluster_1_call00009_isi_histogram.png;phase1_cluster_1_call00009_aggregation_tree.png,1,1,64945
10,2025-11-30_22-00-07,phase1_cluster_1,phase1_cluster_1_call00010,phase1_cluster_1_call00010_prompt.txt,phase1_cluster_1_call00010_waveform_overlay.png;phase1_cluster_1_call00010_isi_histogram.png;phase1_cluster_1_call00010_aggregation_tree.png,1,1,63376
11,2025-11-30_22-00-20,phase1_cluster_1,phase1_cluster_1_call00011,phase1_cluster_1_call00011_prompt.txt,phase1_cluster_1_call00011_waveform_overlay.png;phase1_cluster_1_call00011_isi_histogram.png;phase1_cluster_1_call00011_aggregation_tree.png,1,1,52734
12,2025-11-30_22-00-29,phase1_cluster_1,phase1_cluster_1_call00012,phase1_cluster_1_call00012_prompt.txt,phase1_cluster_1_call00012_waveform_overlay.png;phase1_cluster_1_call00012_isi_histogram.png;phase1_cluster_1_call00012_aggregation_tree.png,1,1,42573
13,2025-11-30_22-00-50,phase1_cluster_1,phase1_cluster_1_call00013,phase1_cluster_1_call00013_prompt.txt,phase1_cluster_1_call00013_waveform_overlay.png;phase1_cluster_1_call00013_isi_histogram.png;phase1_cluster_1_call00013_aggregation_tree.png,1,1,41696
14,2025-11-30_22-01-01,phase1_cluster_77,phase1_cluster_77_call00014,phase1_cluster_77_call00014_prompt.txt,phase1_cluster_77_call00014_waveform_overlay.png;phase1_cluster_77_call00014_isi_histogram.png;phase1_cluster_77_call00014_aggregation_tree.png,1,77,877
15,2025-11-30_22-01-11,phase1_cluster_38,phase1_cluster_38_call00015,phase1_cluster_38_call00015_prompt.txt,phase1_cluster_38_call00015_waveform_overlay.png;phase1_cluster_38_call00015_isi_histogram.png;phase1_cluster_38_call00015_aggregation_tree.png,1,38,10161
16,2025-11-30_22-01-29,phase1_cluster_54,phase1_cluster_54_call00016,phase1_cluster_54_call00016_prompt.txt,phase1_cluster_54_call00016_waveform_overlay.png;phase1_cluster_54_call00016_isi_histogram.png;phase1_cluster_54_call00016_aggregation_tree.png,1,54,10642
17,2025-11-30_22-01-53,phase1_cluster_54,phase1_cluster_54_call00017,phase1_cluster_54_call00017_prompt.txt,phase1_cluster_54_call00017_waveform_overlay.png;phase1_cluster_54_call00017_isi_histogram.png;phase1_cluster_54_call00017_aggregation_tree.png,1,54,10047
18,2025-11-30_22-02-07,phase1_cluster_118,phase1_cluster_118_call00018,phase1_cluster_118_call00018_prompt.txt,phase1_cluster_118_call00018_waveform_overlay.png;phase1_cluster_118_call00018_isi_histogram.png;phase1_cluster_118_call00018_aggregation_tree.png,1,118,595
19,2025-11-30_22-02-16,phase1_cluster_86,phase1_cluster_86_call00019,phase1_cluster_86_call00019_prompt.txt,phase1_cluster_86_call00019_waveform_overlay.png;phase1_cluster_86_call00019_isi_histogram.png;phase1_cluster_86_call00019_aggregation_tree.png,1,86,1569
20,2025-11-30_22-02-24,phase1_cluster_68,phase1_cluster_68_call00020,phase1_cluster_68_call00020_prompt.txt,phase1_cluster_68_call00020_waveform_overlay.png;phase1_cluster_68_call00020_isi_histogram.png;phase1_cluster_68_call00020_aggregation_tree.png,1,68,1390
21,2025-11-30_22-02-39,phase1_cluster_55,phase1_cluster_55_call00021,phase1_cluster_55_call00021_prompt.txt,phase1_cluster_55_call00021_waveform_overlay.png;phase1_cluster_55_call00021_isi_histogram.png;phase1_cluster_55_call00021_aggregation_tree.png,1,55,914
22,2025-11-30_22-02-46,phase1_cluster_70,phase1_cluster_70_call00022,phase1_cluster_70_call00022_prompt.txt,phase1_cluster_70_call00022_waveform_overlay.png;phase1_cluster_70_call00022_isi_histogram.png;phase1_cluster_70_call00022_aggregation_tree.png,1,70,510
23,2025-11-30_22-02-50,phase1_cluster_115,phase1_cluster_115_call00023,phase1_cluster_115_call00023_prompt.txt,phase1_cluster_115_call00023_waveform_overlay.png;phase1_cluster_115_call00023_isi_histogram.png;phase1_cluster_115_call00023_aggregation_tree.png,1,115,827
24,2025-11-30_22-02-57,phase1_cluster_107,phase1_cluster_107_call00024,phase1_cluster_107_call00024_prompt.txt,phase1_cluster_107_call00024_waveform_overlay.png;phase1_cluster_107_call00024_isi_histogram.png;phase1_cluster_107_call00024_aggregation_tree.png,1,107,608
25,2025-11-30_22-03-04,phase1_cluster_124,phase1_cluster_124_call00025,phase1_cluster_124_call00025_prompt.txt,phase1_cluster_124_call00025_waveform_overlay.png;phase1_cluster_124_call00025_isi_histogram.png;phase1_cluster_124_call00025_aggregation_tree.png,1,124,1593
26,2025-11-30_22-03-15,phase1_cluster_105,phase1_cluster_105_call00026,phase1_cluster_105_call00026_prompt.txt,phase1_cluster_105_call00026_waveform_overlay.png;phase1_cluster_105_call00026_isi_histogram.png;phase1_cluster_105_call00026_aggregation_tree.png,1,105,11733
27,2025-11-30_22-03-41,phase1_cluster_176,phase1_cluster_176_call00027,phase1_cluster_176_call00027_prompt.txt,phase1_cluster_176_call00027_waveform_overlay.png;phase1_cluster_176_call00027_isi_histogram.png;phase1_cluster_176_call00027_aggregation_tree.png,1,176,145
28,2025-11-30_22-03-52,phase1_cluster_1,phase1_cluster_1_call00028,phase1_cluster_1_call00028_prompt.txt,phase1_cluster_1_call00028_waveform_overlay.png;phase1_cluster_1_call00028_isi_histogram.png;phase1_cluster_1_call00028_aggregation_tree.png,1,1,41696
29,2025-11-30_22-04-08,phase2_merge_77_to_1,phase2_merge_77_to_1_call00029,phase2_merge_77_to_1_call00029_prompt.txt,phase2_merge_77_to_1_call00029_small_cluster_77_waveforms.png;phase2_merge_77_to_1_call00029_large_cluster_1_waveforms.png;phase2_merge_77_to_1_call00029_merged_isi_histogram.png,2,77,1,877,41696
30,2025-11-30_22-04-15,phase2_merge_118_to_1,phase2_merge_118_to_1_call00030,phase2_merge_118_to_1_call00030_prompt.txt,phase2_merge_118_to_1_call00030_small_cluster_118_waveforms.png;phase2_merge_118_to_1_call00030_large_cluster_1_waveforms.png;phase2_merge_118_to_1_call00030_merged_isi_histogram.png,2,118,1,595,42573
31,2025-11-30_22-04-25,phase2_merge_86_to_1,phase2_merge_86_to_1_call00031,phase2_merge_86_to_1_call00031_prompt.txt,phase2_merge_86_to_1_call00031_small_cluster_86_waveforms.png;phase2_merge_86_to_1_call00031_large_cluster_1_waveforms.png;phase2_merge_86_to_1_call00031_merged_isi_histogram.png,2,86,1,1569,43168
32,2025-11-30_22-04-35,phase2_merge_68_to_1,phase2_merge_68_to_1_call00032,phase2_merge_68_to_1_call00032_prompt.txt,phase2_merge_68_to_1_call00032_small_cluster_68_waveforms.png;phase2_merge_68_to_1_call00032_large_cluster_1_waveforms.png;phase2_merge_68_to_1_call00032_merged_isi_histogram.png,2,68,1,1390,43168
33,2025-11-30_22-04-53,phase2_merge_55_to_1,phase2_merge_55_to_1_call00033,phase2_merge_55_to_1_call00033_prompt.txt,phase2_merge_55_to_1_call00033_small_cluster_55_waveforms.png;phase2_merge_55_to_1_call00033_large_cluster_1_waveforms.png;phase2_merge_55_to_1_call00033_merged_isi_histogram.png,2,55,1,914,43168
34,2025-11-30_22-05-15,phase2_merge_70_to_1,phase2_merge_70_to_1_call00034,phase2_merge_70_to_1_call00034_prompt.txt,phase2_merge_70_to_1_call00034_small_cluster_70_waveforms.png;phase2_merge_70_to_1_call00034_large_cluster_1_waveforms.png;phase2_merge_70_to_1_call00034_merged_isi_histogram.png,2,70,1,510,44082
35,2025-11-30_22-05-23,phase2_merge_115_to_1,phase2_merge_115_to_1_call00035,phase2_merge_115_to_1_call00035_prompt.txt,phase2_merge_115_to_1_call00035_small_cluster_115_waveforms.png;phase2_merge_115_to_1_call00035_large_cluster_1_waveforms.png;phase2_merge_115_to_1_call00035_merged_isi_histogram.png,2,115,1,827,44592
36,2025-11-30_22-05-39,phase2_merge_107_to_1,phase2_merge_107_to_1_call00036,phase2_merge_107_to_1_call00036_prompt.txt,phase2_merge_107_to_1_call00036_small_cluster_107_waveforms.png;phase2_merge_107_to_1_call00036_large_cluster_1_waveforms.png;phase2_merge_107_to_1_call00036_merged_isi_histogram.png,2,107,1,608,44592
37,2025-11-30_22-05-58,phase2_merge_124_to_1,phase2_merge_124_to_1_call00037,phase2_merge_124_to_1_call00037_prompt.txt,phase2_merge_124_to_1_call00037_small_cluster_124_waveforms.png;phase2_merge_124_to_1_call00037_large_cluster_1_waveforms.png;phase2_merge_124_to_1_call00037_merged_isi_histogram.png,2,124,1,1593,44592
