Action,Cluster IDs,Reason,Phase
SPLIT,1,"VLM: Waveforms show a clear, sharp biphasic/triphasic extracellular spike with stable baseline, indicating a valid neuronal shape. However, the high ISI violation rate (~17%) and the large number of overclusters with evident substructure suggest multiple units are merged, so this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter6
SPLIT,1,"VLM: Waveforms show a consistent, sharply biphasic extracellular spike shape with stable baseline, indicating neuronal activity. However, the high ISI violation rate (~17%) and very large, complex aggregation from 177 overclusters suggest multiple units are mixed and should be separated into tighter subclusters. | last-merge split",Phase1_Iter7
SPLIT,1,"VLM: Waveforms show a clear, sharp biphasic/triphasic extracellular spike morphology with stable baselines, indicating neuronal signals. However, there is high ISI violation (~17%) and a large, complex aggregation of 175 overclusters, suggesting multiple units or mixed activity that should be separated into tighter subclusters. | last-merge split",Phase1_Iter8
SPLIT,1,"VLM: Waveforms show a clear, consistent biphasic neuronal spike shape, so the cluster is neuronal. However, the ISI histogram has a high refractory violation rate (~17%) and the cluster is composed of many overclusters, indicating multiple units mixed together and justifying further splitting. | last-merge split",Phase1_Iter9
SPLIT,1,"VLM: Waveforms show a consistent, sharp negative trough with smooth return to baseline and no extra phases, consistent with a neuronal extracellular spike. However, the ISI histogram shows a very high refractory violation rate (~17%) and the cluster is composed of many overclusters, indicating that multiple units are likely merged and the cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter10
SPLIT,1,"VLM: Waveforms show a clear, sharp biphasic/triphasic extracellular spike shape, so the cluster is neuronal. However, the ISI histogram has a high refractory violation rate (~16.6%) and the cluster aggregates many overclusters (168), indicating likely mixing of multiple units. This combination suggests the cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter11
SPLIT,1,"VLM: Waveforms show a consistent, sharp biphasic extracellular spike shape, so the cluster is neuronal. However, the ISI histogram has a high refractory violation rate (~16%) and the cluster is composed of many overclusters with evident substructure, indicating multiple units are merged and should be split. | last-merge split",Phase1_Iter12
SPLIT,1,"VLM: The waveform shape is clearly neuronal: a consistent sharp negative trough followed by a smooth positive phase with stable baseline. However, the ISI histogram shows a high refractory violation rate (~16%) and the cluster is composed of many overclusters, indicating multiple units or substantial mixture that should be separated into tighter subclusters. | last-merge split",Phase1_Iter13
SPLIT,1,"VLM: The waveform overlay shows a clear, consistent biphasic/triphasic extracellular spike shape, so the cluster is neuronal. However, the ISI histogram shows a very high refractory violation rate (~16%) and the cluster is composed of many overclusters (159), indicating multiple units have been merged and should be separated into tighter subclusters. | last-merge split",Phase1_Iter14
SPLIT,1,"VLM: Waveforms show a consistent neuronal extracellular spike shape with a sharp negative trough and smooth return to baseline, so the cluster is neuronal. However, the ISI histogram shows heavy refractory violations (~15%) and the cluster is composed of many overclusters with large spike count, indicating multiple units have been merged and should be split into tighter subgroups. | last-merge split",Phase1_Iter15
DISCARD,1,"VLM: The waveform does not exhibit a standard extracellular spike shape: the negative trough is broad and not sharply defined, and the trace lacks a clear biphasic or triphasic morphology. Additionally, the start and end of the waveform are substantially offset from baseline, indicating non-neuronal, slow-wave or artifact-like structure rather than a clean action potential.",Phase1_Iter16
SPLIT,4,"VLM: Waveforms show a clear biphasic extracellular spike with sharp negative trough and smooth repolarization, consistent with neuronal morphology. However, the cluster is large and composed of many overclusters, and the ISI histogram shows elevated refractory violations (~3.3%), suggesting multiple units are mixed. This cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter16
SPLIT,4,"VLM: Waveforms show a clear, sharp negative trough followed by a smooth positive phase and stable baseline, consistent with a valid extracellular neuronal spike shape. However, there is substantial vertical variability across waveforms, a relatively high refractory violation rate (~3.3%), and the cluster is composed of many overclusters (69), all indicating that multiple units are likely merged and should be separated. Splitting along tighter subclusters is recommended to isolate cleaner single units. | last-merge split",Phase1_Iter17
KEEP,4,"VLM: The waveform shows a clear, sharp negative trough with a preceding small positive deflection and smooth return toward baseline, consistent with a valid biphasic/triphasic neuronal spike; no extra phases or irregular drifting are evident. Waveform variability is mostly in amplitude rather than shape, the ISI histogram shows a good refractory period with low violation rate (~0.60%), and the hierarchical tree does not suggest clearly separable subclusters, so no split is warranted.",Phase1_Iter18
SPLIT,6,"VLM: Waveforms show a clear, sharp negative trough with smooth recovery, consistent with neuronal extracellular spikes, but with substantial amplitude and shape variability suggesting multiple waveform families. The ISI histogram shows notable refractory violations (~3%), indicating more than one unit contributing to this cluster. Given the high spike count and many overclusters, this aggregation likely contains multiple neurons and should be split into tighter subclusters. | last-merge split",Phase1_Iter18
KEEP,6,"VLM: Waveforms show a consistent, sharp biphasic/triphasic negative-going extracellular spike with smooth repolarization and stable baseline, indicating a clear neuronal shape. Variability across traces appears mainly in amplitude rather than distinct waveform families, and while ISI violations (~2.85%) suggest some contamination, they are not high enough nor clearly multimodal to justify splitting given the relatively homogeneous morphology.",Phase1_Iter19
KEEP,98,"VLM: Waveforms show a consistent, sharp biphasic/triphasic neuronal shape with stable baseline and no extra phases. ISI violations are very low (~0.64%) and there is no clear evidence of multiple distinct waveform families or temporal drift, so the cluster can be kept as a single unit.",Phase1_Iter19
KEEP,146,"VLM: Waveforms show a clear, consistent biphasic/triphasic extracellular spike shape with sharp negative peaks and smooth return to baseline, indicating a neuronal unit. Variability across traces is modest and does not suggest multiple waveform families. The ISI histogram shows 0% refractory period violations, consistent with a single well-isolated unit.",Phase1_Iter17
KEEP,128,"VLM: Waveforms are clearly neuronal with a consistent biphasic/triphasic shape, stable baseline, and no obvious multiple waveform families despite some vertical spread. The ISI histogram shows modest refractory violations (~1.16%) but not a strongly bimodal pattern suggesting multiple distinct units, so the cluster can be retained without further splitting.",Phase1_Iter15
KEEP,117,"VLM: Waveforms show a clear, consistent biphasic extracellular spike with sharp negative troughs and smooth return to baseline, indicating valid neuronal morphology. Variability across spikes is modest without evidence of distinct waveform families or drift, and the ISI histogram shows very low refractory violations (~0.36%), consistent with a single well-isolated unit.",Phase1_Iter14
KEEP,159,"VLM: Waveforms show a clear, consistent biphasic extracellular spike with a sharp negative trough and smooth repolarization, and baseline is stable, indicating neuronal shape. Variability is mainly in amplitude rather than distinct waveform families, and the ISI histogram shows very low refractory violations (~0.29%) without evidence for multiple units, so no split is needed.",Phase1_Iter13
KEEP,130,"VLM: Waveforms show a consistent, sharp biphasic/triphasic neuronal spike shape with stable baseline and no extra phases. ISI violations are very low (~0.57%) and there is no clear evidence of multiple waveform families or temporal drift, so no split is needed.",Phase1_Iter12
DISCARD,143,"VLM: Waveforms show a large, slow positive ramp with starting and ending amplitudes far from baseline, indicating substantial DC offset/drift rather than a clean return to zero. Although there is a negative trough, the overall morphology does not match a standard biphasic/triphasic extracellular spike, so this cluster is likely non-neuronal.",Phase1_Iter11
KEEP,248,"VLM: Waveforms show a consistent, sharp negative trough followed by a smooth positive peak and negative undershoot, forming a valid triphasic extracellular spike shape with stable baseline at the start. There is no evidence of multiple distinct waveform families or temporal drift, and the ISI histogram shows 0% refractory violations, indicating a single well-isolated unit. Therefore, no splitting is needed and the cluster should be kept.",Phase1_Iter10
KEEP,152,"VLM: Waveforms show a consistent, sharp biphasic/triphasic extracellular spike shape with stable baseline and no extra phases or irregularities, indicating a clear neuronal unit. The ISI histogram has very low refractory violations (~0.48%) and does not suggest multiple units, and the two overclusters do not exhibit distinct waveform families requiring a split.",Phase1_Iter9
KEEP,148,"VLM: Waveforms show a clear, consistent biphasic extracellular spike with a sharp negative trough and smooth repolarization back to baseline, matching neuronal morphology criteria. The waveform variability is modest without distinct subfamilies, and the ISI histogram shows 0% refractory violations, suggesting a single well-isolated unit.",Phase1_Iter8
KEEP,165,"VLM: Waveforms show a clean biphasic neuronal spike shape with a sharp negative trough and smooth repolarization, and baseline remains stable. Waveform variability is modest without clear multiple families, and the ISI histogram shows no refractory violations, indicating a single well-isolated unit.",Phase1_Iter7
DISCARD,115,"VLM: The waveform morphology is not consistent with a typical extracellular action potential: it shows a very broad, high-amplitude positive phase followed by an extended ramp-like negative deflection, rather than a sharp biphasic/triphasic spike with a well-defined trough. The waveform also fails to return to baseline at the end of the window, suggesting a non-spike or artifact-like shape rather than a clean neuronal unit.",Phase1_Iter6
SPLIT,104,"VLM: Waveforms show a clear, sharp negative trough with smooth return toward baseline, consistent with a valid neuronal spike shape. However, the cluster has high refractory-period violations (~16%) and is composed of many overclusters, suggesting multiple units are merged and warranting further splitting. | last-merge split",Phase1_Iter5
DISCARD,104,"VLM: Waveforms show a broad, V-shaped deflection with substantial DC offset and no clear sharp negative trough followed by a smooth return to baseline, violating the expected biphasic/triphasic extracellular spike morphology. The beginning and end of the traces remain far from zero and the overall spike is overly wide in time, consistent with non-neuronal or artifact signals rather than single-unit activity.",Phase1_Iter6
KEEP,242,"VLM: Waveforms show a clean, biphasic extracellular spike with a sharp negative trough and smooth repolarization, and baseline is stable, indicating clear neuronal morphology. Waveform variability appears unimodal, ISI violations are very low (~0.45%), and there is no strong evidence for multiple units or drift that would warrant splitting.",Phase1_Iter6
KEEP,239,"VLM: Waveforms show a clear biphasic/triphasic extracellular spike with sharp negative trough, smooth repolarization, and stable baseline, consistent with a single neuronal unit. Variability is modest without distinct waveform families, and the ISI histogram shows 0% refractory violations, so no further splitting is indicated.",Phase1_Iter4
KEEP,253,"VLM: Waveforms show a clear, consistent biphasic/triphasic extracellular spike shape with a sharp negative trough and smooth repolarization, and baseline remains stable. There is only one waveform family and the ISI histogram shows 0% refractory violations, indicating a single well-isolated unit with no need for splitting.",Phase1_Iter3
KEEP,219,"VLM: Waveforms show a consistent, clean biphasic/triphasic extracellular spike shape with stable baseline and no extra phases, indicating a clear neuronal unit. Variability is modest without distinct sub-families, and the ISI histogram shows 0% refractory violations, so there is no strong evidence for multiple units requiring a split.",Phase1_Iter2
KEEP,218,"VLM: Waveforms show a consistent, clean biphasic/triphasic extracellular spike shape with stable baseline, indicating a clear neuronal unit. Variability is mainly in amplitude rather than shape, and the ISI histogram has a low refractory violation rate (~0.76%) without strong evidence for multiple units, so no split is warranted.",Phase1_Iter1
SPLIT,222,"VLM: Waveforms show a consistent, clean biphasic/triphasic extracellular spike shape, indicating neuronal activity. However, the ISI histogram shows substantial refractory violations (~9%) suggesting multiple units or contamination, so this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter1
SPLIT,222,"VLM: Waveforms show a clear, consistent biphasic extracellular spike morphology, so the cluster is neuronal. However, the ISI histogram shows a high refractory violation rate (~8.4%) and the cluster is composed of many overclusters with a complex aggregation tree, indicating likely mixing of multiple units that should be separated. | last-merge split",Phase1_Iter2
DISCARD,222,"VLM: The waveform morphology is not strictly biphasic or triphasic: it shows a prominent initial positive phase, a deep negative trough, a large positive rebound, and a noticeable secondary negative deflection, resulting in more than three phases. Repolarization is not a smooth return to baseline but includes this additional hump/undershoot, violating the criteria for a clean extracellular action potential shape.",Phase1_Iter3
KEEP,226,"VLM: Waveforms show a clean, smooth biphasic/triphasic extracellular spike shape with stable baseline and no extra phases, indicating a neuronal unit. The waveform variability is modest without distinct subfamilies, and the ISI histogram has very low refractory violations (~0.32%), so there is no strong evidence for multiple units or drift requiring a split.",Phase1_Iter3
KEEP,304,"VLM: Waveforms show a consistent, clean biphasic/triphasic extracellular spike morphology with stable baseline and no extra phases or irregularities, indicating a clear neuronal unit. The ISI histogram has 0% refractory violations and no evidence of multiple units, and the waveform variability across the 4 overclusters is low, so no further splitting is warranted.",Phase1_Iter2
DISCARD,98,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,146,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,128,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,117,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,159,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,130,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"248,4","VLM: Cluster 248 shows a clear, consistent biphasic/triphasic neuronal waveform without excessive variability, so it is a valid unit. Its waveform closely matches that of Cluster 4 (high negative trough followed by similar positive phase), supported by a relatively high waveform correlation. The merged ISI violation rate remains low and unchanged (0.60%), indicating no refractory period conflict, so the clusters should be merged.",Phase2
DISCARD,152,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,148,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,165,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,242,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"239,4","VLM: Cluster 239 shows a clean biphasic/triphasic neuronal waveform with acceptable variability and low ISI violations, so it is a valid unit. Its waveform morphology closely matches Cluster 4 and the merged ISI violation rate remains low and unchanged, indicating they likely represent the same neuron.",Phase2
DISCARD,253,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,219,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
DISCARD,218,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
MERGE,"226,4","VLM: Cluster 226 shows a clean, triphasic neuronal waveform with reasonable variability and low ISI violations, so it is a valid small cluster. Its spike shape closely matches Cluster 4 in timing and morphology, and merging does not increase the ISI violation rate (remaining at ~0.61%), indicating they likely represent the same unit.",Phase2
DISCARD,304,VLM: No compatible merge target (all returned NOT_MERGE),Phase2
