Action,Cluster IDs,Reason,Phase
SPLIT,1,"VLM: Waveforms show a clear, stereotyped biphasic neuronal shape with a sharp negative trough and smooth repolarization, so the cluster is neuronal. However, the ISI histogram shows a very high refractory violation rate (~17%) indicative of multiple units, and the large, complex aggregation tree with many overclusters suggests embedded subclusters that should be separated. | last-merge split",Phase1_Iter6
SPLIT,1,"VLM: Waveforms show a clear, consistent biphasic neuronal shape, but with substantial vertical spread suggesting multiple overlapping waveform families. The ISI histogram has a very high proportion of refractory violations (~17%), strongly indicating multiple units within this cluster. Given the large spike count and complex hierarchical tree, this cluster should be split into tighter subclusters. | last-merge split",Phase1_Iter7
SPLIT,1,"VLM: The waveform overlay shows a consistent, predominantly biphasic/triphasic extracellular spike shape with a sharp negative trough and smooth repolarization, indicating neuronal morphology. However, the ISI histogram shows a very high refractory violation rate (~17%) and the large, complex aggregation tree with many overclusters suggests multiple units are combined, so this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter8
SPLIT,1,"VLM: Waveforms have a clear, sharp negative trough with smooth return to baseline, consistent with valid neuronal spike morphology despite some amplitude spread. However, the ISI histogram shows strong refractory period violations (~17% < 2 ms), indicating multiple units are merged. Given the large spike count and complex aggregation tree with many subclusters, this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter9
SPLIT,1,"VLM: The waveforms show a consistent triphasic extracellular spike shape with a sharp negative trough and smooth repolarization, indicating neuronal morphology. However, the ISI histogram shows a very high rate of refractory period violations (~17% < 2 ms), suggesting multiple units are mixed. The complex hierarchical tree with many overclusters further supports that this cluster likely contains several separable subunits that should be split. | last-merge split",Phase1_Iter10
SPLIT,1,"VLM: Waveforms show a consistent, sharp biphasic/triphasic neuronal spike shape with stable baseline, indicating a valid extracellular action potential. However, the ISI histogram shows heavy refractory period violations (~16.6% < 2 ms), and the large spike count with many overclusters suggests multiple units are merged, so this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter11
SPLIT,1,"VLM: The waveform overlay shows a consistent, sharp biphasic extracellular spike with a clear negative trough and smooth repolarization, indicating valid neuronal morphology. However, the ISI histogram has a large proportion of refractory period violations (~16%) and a strong peak at very short ISIs, suggesting multiple units or contamination. Given the high spike count and complex aggregation tree with many overclusters, this cluster should be split into tighter subclusters. | last-merge split",Phase1_Iter12
SPLIT,1,"VLM: Waveforms show a clear, sharp negative trough with smooth return toward baseline and no extra phases, consistent with neuronal extracellular spikes. However, the overlay exhibits substantial vertical spread suggesting multiple waveform families, and the ISI histogram shows heavy refractory violations (~16%), indicating multiple units are merged. The complex aggregation tree with many overclusters further supports that this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter13
SPLIT,1,"VLM: Waveforms show a clear, consistent extracellular spike morphology (sharp negative trough with smooth return), indicating neuronal activity. However, the ISI histogram exhibits a high rate of refractory violations (~16% with many ISIs < 2 ms), and the aggregation tree is complex with many overclusters, suggesting multiple units or substantial contamination that should be separated into tighter subclusters. | last-merge split",Phase1_Iter14
SPLIT,1,"VLM: The waveform overlay shows a consistent, sharp biphasic extracellular spike shape without extra phases, indicating neuronal activity. However, the ISI histogram exhibits a high fraction of refractory violations (~15%) and the aggregation tree is complex with many overclusters, both suggesting that multiple units are merged and the cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter15
DISCARD,1,"VLM: The waveform overlay shows a broad, slowly varying deflection without a sharp negative trough or clear biphasic/triphasic spike morphology, and the trace does not return to a stable baseline at the beginning or end of the window. This shape is more consistent with low-frequency noise or artifact than with an extracellular action potential, so the cluster should be discarded as non-neuronal.",Phase1_Iter16
SPLIT,4,"VLM: The waveform overlay shows a consistent, clean biphasic extracellular spike shape with a sharp negative trough and smooth repolarization, indicating clear neuronal morphology. However, the ISI histogram shows a substantial fraction of refractory violations (~3.3%) and a high density of short ISIs, suggesting multiple units are present. Combined with the large spike count and complex aggregation tree with many overclusters, this cluster should be split into tighter subclusters. | last-merge split",Phase1_Iter16
SPLIT,4,"VLM: Waveforms show a consistent, sharp biphasic/triphasic extracellular spike shape with stable baseline, indicating clear neuronal morphology. However, the ISI histogram shows substantial refractory violations (~3.3%) and a relatively continuous distribution at short ISIs, suggesting multiple units are combined. Given the large spike count and many overclusters in the aggregation tree, this cluster should be split into tighter subgroups. | last-merge split",Phase1_Iter17
KEEP,4,"VLM: Waveforms show a consistent, clearly biphasic neuronal shape with a sharp negative trough and smooth return toward baseline, without extra phases or major drift. The ISI histogram has few refractory violations (~0.6%) and does not suggest multiple units, and the aggregation tree does not indicate distinct waveform families that would justify splitting.",Phase1_Iter18
SPLIT,6,"VLM: Waveforms show a clear, consistent biphasic extracellular spike shape with stable baseline, so the cluster is neuronal. However, the ISI histogram shows substantial refractory period violations (~3.1%), and the aggregation tree indicates multiple structured subclusters, suggesting that multiple units are combined and the cluster should be split. | last-merge split",Phase1_Iter18
SPLIT,6,"VLM: Waveforms show a clear neuronal, predominantly biphasic shape but with noticeable amplitude variability, especially in the positive phase, suggesting possible multiple waveform families within the cluster. The ISI histogram shows a non-trivial refractory violation rate (~2.85%) without a clean dip below 2 ms, consistent with multi-unit contamination. Given the large spike count and many overclusters in the aggregation tree, further splitting into tighter subclusters is warranted. | last-merge split",Phase1_Iter19
SPLIT,6,"VLM: Waveforms show a valid, predominantly biphasic neuronal shape, but there is substantial vertical spread suggesting multiple amplitude/shape families rather than a single tight unit. The ISI histogram shows elevated refractory violations (~2.7% < 2 ms), consistent with multiple units being merged. Given the large spike count and complex aggregation tree, this cluster should be split into tighter subclusters. | last-merge split",Phase1_Iter20
KEEP,6,"VLM: Waveforms show a consistent, smooth biphasic/triphasic extracellular spike shape with a sharp negative trough and uniform repolarization, with no evidence of multiple distinct waveform families. The ISI histogram shows a modest refractory violation rate (~2.6%) but no strong bimodality, and the aggregation tree does not reveal clearly separable subclusters, suggesting this cluster most likely represents a single neuronal unit.",Phase1_Iter21
KEEP,167,"VLM: Waveforms show a consistent biphasic/triphasic neuronal shape with a sharp negative trough and smooth repolarization, without extra phases or baseline drift. The ISI histogram shows very low refractory violations (~0.42%) and there is no hierarchical substructure suggesting multiple units, so no splitting is needed.",Phase1_Iter21
KEEP,150,"VLM: Waveforms show a consistent, sharp biphasic/triphasic extracellular spike with a clear negative trough and smooth return to baseline, without extra phases or irregular bumps. The overlay suggests a single waveform family with moderate but not multimodal variability. The ISI histogram shows very low refractory violations (~0.22%), and the simple aggregation tree with only two overclusters does not indicate hidden subunits.",Phase1_Iter20
KEEP,98,"VLM: Waveforms show a consistent, clean triphasic extracellular spike with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. ISI histogram shows very few refractory violations (~0.64%) and there is no clear evidence of multiple waveform families or strong drift across the small number of overclusters.",Phase1_Iter19
KEEP,146,"VLM: Waveforms show a consistent, sharp biphasic/triphasic neuronal spike with stable baseline and no extra phases or irregularities. The ISI histogram has no refractory violations and there is no evidence of multiple waveform families or hierarchical subclusters, so no splitting is needed.",Phase1_Iter17
KEEP,128,"VLM: Waveforms show a consistent, clean biphasic neuronal shape with a sharp negative trough and smooth repolarization, without evidence of multiple distinct waveform families. The ISI histogram shows relatively few refractory violations (~1.16%) and no strong bimodality suggesting multiple units. The aggregation tree, while involving several overclusters, does not indicate clearly separable subclusters that would justify splitting.",Phase1_Iter15
KEEP,117,"VLM: Waveforms show a consistent biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or major morphology differences. The ISI histogram has very low refractory violations (~0.36%), and the simple aggregation tree with only 2 similar overclusters does not suggest clear subunits requiring splitting.",Phase1_Iter14
KEEP,159,"VLM: Waveforms show a consistent, clearly biphasic neuronal shape with a sharp negative trough and smooth repolarization, without extra phases or baseline drift. The ISI histogram has very few refractory violations (0.29%) and no evidence of multiple units, and the aggregation tree is simple without suggesting distinct subclusters.",Phase1_Iter13
KEEP,130,"VLM: Waveforms show a consistent, sharp biphasic neuronal spike with stable baseline and no extra phases or irregularities. ISI histogram has very few refractory violations (~0.57%) and does not suggest multiple units, and the simple 2-overcluster tree shows no evidence of distinct subclusters.",Phase1_Iter12
DISCARD,143,"VLM: The waveform overlay shows a large DC offset, with the trace starting and ending far above the zero baseline rather than returning to it, violating the baseline stability criterion. The spike appears as a notch within a prolonged positive deflection rather than a clean biphasic or triphasic extracellular action potential, so the morphology is not consistent with a valid neuronal waveform.",Phase1_Iter11
DISCARD,248,"VLM: The waveform overlay shows a deep negative trough followed by two distinct positive humps, resulting in more than three phases and a repolarization with a clear secondary hump, which violates the required smooth, biphasic/triphasic neuronal morphology. Although the ISI histogram is clean and there is no complex hierarchical structure, the non-standard spike shape indicates this cluster is likely non-neuronal.",Phase1_Iter10
KEEP,152,"VLM: The waveform overlay shows a consistent, clean biphasic extracellular spike with a sharp negative trough and smooth repolarization, and baseline remains stable, indicating a clear neuronal morphology. Waveform variability is modest without distinct sub-families, and the ISI histogram shows very few refractory period violations (~0.48%), suggesting a single well-isolated unit. The aggregation tree is simple with only two similar overclusters, providing no strong evidence for further splitting.",Phase1_Iter9
KEEP,148,"VLM: Waveforms show a clear, consistent biphasic/triphasic extracellular spike morphology with a sharp negative trough and smooth return to baseline, without extra phases or gross shape irregularities. The overlay does not suggest distinct waveform families, and the ISI histogram shows no refractory period violations, indicating a single well-isolated unit. The simple aggregation tree with only two similar overclusters further supports keeping this cluster as is.",Phase1_Iter8
KEEP,165,"VLM: Waveforms show a consistent, clean neuronal spike shape with a sharp negative trough and smooth repolarization, without extra phases or irregularities. The ISI histogram has no refractory violations and the aggregation tree is simple with just two similar overclusters, indicating a single stable unit.",Phase1_Iter7
DISCARD,115,"VLM: The waveform does not show a standard biphasic or triphasic extracellular spike; instead it has a broad, slowly varying shape with a large offset and no sharp, well-defined trough. The baseline is not centered around zero at the beginning or end of the waveform, indicating non-neuronal morphology despite acceptable ISI statistics.",Phase1_Iter6
DISCARD,104,"VLM: The waveform overlay shows a broad, largely monophasic negative deflection sitting on a substantial positive DC offset, with the start and end of the waveform clearly displaced above the zero baseline. This violates the expected extracellular spike morphology (baseline near zero with clear biphasic/triphasic structure), so the cluster is classified as non-neuronal.",Phase1_Iter5
KEEP,239,"VLM: Waveforms show a consistent, sharp biphasic/triphasic extracellular spike with stable baseline and no extra phases or irregularities, indicating a clear neuronal shape. The ISI histogram has no refractory period violations and the small number of spikes forms a single waveform family with no evidence of subclusters, so no splitting is needed.",Phase1_Iter4
KEEP,253,"VLM: Waveforms show a consistent biphasic/triphasic neuronal morphology with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. ISI histogram shows no refractory period violations and there is only a single overcluster with no evidence of multiple waveform families, so no splitting is needed.",Phase1_Iter3
KEEP,219,"VLM: Waveforms show a consistent biphasic/triphasic extracellular spike shape with a sharp negative trough followed by a smooth repolarization and stable baseline, indicating a single neuronal unit. The ISI histogram has no refractory period violations and the aggregation tree is simple with only three closely related overclusters, so there is no strong evidence for multiple units requiring a split.",Phase1_Iter2
KEEP,218,"VLM: Waveforms show a consistent biphasic neuronal shape with a sharp negative trough and smooth return to baseline, without extra phases or irregularities. ISI histogram has very few refractory violations (~0.76%) and does not suggest multiple units, and the aggregation tree is not overly complex, supporting a single stable unit.",Phase1_Iter1
DISCARD,222,"VLM: The waveform overlay shows a very broad, slow, multi-lobed deflection rather than a sharp biphasic/triphasic extracellular spike, with no clear rapid negative trough and smooth repolarization. The start and end of the traces are far from baseline and the overall morphology is inconsistent with a standard neuronal action potential, indicating this cluster is likely non-neuronal or dominated by noise/LFP.",Phase1_Iter1
MERGE,"167,4","VLM: Cluster 167 shows a clean, biphasic neuronal waveform with a sharp negative trough and smooth repolarization, similar in timing and shape to Cluster 4, differing mainly in amplitude. The merged ISI histogram shows low refractory violations (~0.74%), which is acceptable, so combining them is consistent with a single unit.",Phase2
MERGE,"150,4","VLM: Cluster 150 shows a clean, biphasic neuronal waveform with consistent morphology across spikes, so it is a valid unit. Its waveform shape, timing, and amplitude closely match those of cluster 4, and the merged ISI histogram shows a low refractory violation rate (~0.79%), indicating they likely represent the same neuron.",Phase2
MERGE,"98,4","VLM: Cluster 98 has a clean, biphasic neuronal waveform with consistent timing and morphology. Its shape, timing, and relative amplitude closely match Cluster 4, and the merged ISI histogram shows low refractory violations (~1%), indicating they likely represent the same unit.",Phase2
MERGE,"146,4","VLM: Cluster 146 waveforms are clean, biphasic/triphasic spikes with consistent morphology, so the small cluster is a valid neuronal unit. The waveform shape, timing, and amplitude closely match those of Cluster 4, and the merged ISI histogram shows a low refractory violation rate (~1%), indicating they likely represent the same neuron.",Phase2
MERGE,"128,4","VLM: Cluster 128 shows a clean, triphasic neuronal waveform with a sharp negative trough and smooth repolarization, so it is a valid unit. Its waveform shape, timing, and amplitude closely match those of Cluster 4, differing only slightly in initial deflection. The merged ISI histogram shows a modest refractory violation rate (~2.8%) that is not excessively high, supporting treating them as the same unit.",Phase2
MERGE,"117,4","VLM: Cluster 117 shows a clean, biphasic neuronal waveform with consistent shape, so it is a valid small cluster. Its waveform closely matches Cluster 4 in timing, trough depth, and overall morphology. The merged ISI histogram shows a relatively low refractory violation rate (~2.9%), which is acceptable, supporting that they come from the same unit.",Phase2
MERGE,"159,4","VLM: Cluster 159 shows a clean, biphasic neuronal waveform with consistent shape and timing, so it is a valid small cluster. Its waveform closely matches Cluster 4 in temporal profile and morphology, differing mainly in amplitude. The merged ISI histogram shows a moderate refractory violation rate (~3.3%) that is still acceptable, supporting that they likely represent the same unit.",Phase2
MERGE,"130,4","VLM: Cluster 130 shows a clean, biphasic/triphasic neuronal waveform with consistent shape, so it is a valid small cluster. Its waveform closely matches Cluster 4 in trough timing, polarity, and overall morphology, differing mainly in amplitude spread expected from a large unit. The merged ISI histogram shows a modest refractory dip with ~3.5% violations, which is acceptable for merging these as a single unit.",Phase2
MERGE,"152,4","VLM: Cluster 152 shows a clean, triphasic neuronal waveform with low variability, so it is a valid small cluster. Its waveform shape, timing of the negative trough, and repolarization profile closely match those of Cluster 4, differing mainly in amplitude. The merged ISI histogram shows moderate but still acceptable refractory violations (~3.7%), supporting that these likely originate from the same unit.",Phase2
MERGE,"148,4","VLM: Cluster 148 shows a clean, biphasic neuronal waveform with consistent morphology, so it is a valid small cluster. Its waveform shape, timing, and amplitude closely match those of large cluster 4, indicating they likely represent the same unit. The merged ISI histogram shows a moderate refractory period with ~3.8% violations, which is acceptable for merging given the strong waveform similarity.",Phase2
MERGE,"165,4","VLM: Cluster 165 has a clear, consistent biphasic neuronal waveform with a sharp negative trough and smooth repolarization. Its waveform shape, timing, and amplitude closely match those of Cluster 4, indicating they likely represent the same unit. The merged ISI histogram shows a modest (~3.9%) level of refractory violations without a severe breakdown of the refractory period, which is acceptable for merging given the large total spike count.",Phase2
MERGE,"239,6","VLM: Cluster 239 shows a clear, biphasic neuronal waveform with consistent shape and timing, so it is a valid small cluster. Its waveform closely matches Cluster 6 in trough timing, amplitude, and repolarization profile. The merged ISI histogram shows a modest refractory violation rate (~2.6%), which is acceptable for treating them as a single unit.",Phase2
MERGE,"253,4","VLM: Cluster 253 has a clean, consistent biphasic neuronal waveform with a sharp negative trough and smooth repolarization. Its waveform shape (trough timing, amplitude, and biphasic profile) closely matches that of cluster 4, suggesting the same unit. The merged ISI histogram shows ~4% refractory violations, which is moderate but acceptable given the large spike count and is unlikely to be materially worsened by adding this small cluster.",Phase2
MERGE,"219,6","VLM: Cluster 219 has a clean, biphasic neuronal waveform with consistent shape and stable baseline, so it is a valid small cluster. Its waveform closely matches Cluster 6 in timing and morphology, differing mainly in amplitude scaling. The merged ISI histogram shows a modest refractory violation rate (~2.6%), which remains within an acceptable range, supporting that they are likely the same unit.",Phase2
MERGE,"218,6","VLM: Cluster 218 waveforms show a clear, sharp biphasic/triphasic neuronal spike with consistent morphology and stable baseline, so the small cluster is valid. Its waveform shape, timing, and amplitude profile closely match those of large cluster 6. The merged ISI histogram shows a modest refractory violation rate (~2.7%) that remains within an acceptable range for a single unit, supporting a merge.",Phase2
